,0
16,"{'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('for', 0.006494469850489739), ('the', -0.006151355408952183), ('purpose', -0.00015595192940003638), ('of', 0.008150967330197875), ('investigating', 0.0130953630240579), ('the', 0.002430482004478251), ('relationship', 0.01010936848008522), ('between', 0.012156997705657422), ('the', 0.002883923266163739), ('meta', 0.001453889023073703), ('##static', 0.0046475220570699775), ('potential', 0.006960539766451714), ('of', 0.00846464787794466), ('the', -0.005335218479519882), ('tumor', -0.007713276997515426), ('as', -0.0026324060872927623), ('well', 0.00048804975263471963), ('as', 0.007870441362138152), ('the', -0.00798380431335379), ('expression', 0.005911207137978734), ('of', 0.0043637359845159675), ('nm', 0.00032822132072568496), ('##23', 0.003918432916825788), ('-', 0.002361106758713095), ('h', 0.0006175945415334056), ('##1', -0.003677543609408404), ('m', -0.00017564103966543072), ('##rna', 0.007022372150799123), (',', -0.0017673350873346311), ('and', 0.0011722534839625823), ('for', 0.0056268392921444655), ('de', 0.00663019298042041), ('##ter', 0.006302639557897469), ('##ming', 0.014295711481917044), ('the', -0.0008345597668583058), ('location', 0.008925988755576464), ('of', 0.011428039000938708), ('the', 0.00644532124216039), ('positive', 0.015493417022269656), ('sites', 0.014020735828448982), ('in', 0.09675192854284716), ('the', 0.005591266921759797), ('cells', 0.9842311777415959), (',', 0.13196053759067716), ('tumor', -0.006817041368265602), ('meta', 0.01364164620532786), ('##sta', 0.0013861467049260077), ('##sis', -0.009661267015106596), ('suppress', 0.00925027778109971), ('##or', 0.005543711616796626), ('gene', -0.002732048464701789), ('nm', -0.00035978106757035517), ('##23', -0.0064627723705291415), ('-', 0.00046673140210803205), ('h', 0.0032660509103409055), ('##1', -0.002388550547487122), ('in', 0.014277966498110133), ('human', -0.0020352931617602953), ('he', -0.007492698790103564), ('##pa', -0.005147777290769275), ('##to', -0.0050477934653937), ('##cellular', -9.564944886772929e-05), ('car', 0.00295876698713919), ('##cin', -0.0029548081537740653), ('##oma', -0.0010658758253761262), ('(', 0.009156009213247232), ('and', -0.007364429764626323), ('the', 0.010441910286483797), ('non', -0.0009074020356150478), ('##ne', 0.007227884194089018), ('##op', -0.0005291682680683587), ('##lastic', -0.004471436907136028), ('area', 0.001105649535929908), ('surrounding', 0.008393728857464852), ('the', -0.011081255897850558), ('tumor', -0.022483200240053822), (')', -0.011251921529337272), ('was', -0.008771609081629517), ('detected', -0.0022072224022276488), ('by', -0.007904738127592776), ('in', -0.004242130924069638), ('sit', -0.004369987234567774), ('##u', 0.004277728027608611), ('hybrid', -0.001405364413039114), ('##ization', -0.005208347211758344), ('using', 0.0016844671599917508), ('dig', -0.0006460439403651759), ('##ox', 0.003208898185919104), ('##igi', -0.00013873143738678796), ('##nin', -0.0016017283575985443), ('-', -0.0015909722544243496), ('labeled', -0.005815676198783463), ('nm', 0.0040003555232697), ('##23', -0.001028072997069127), ('-', 0.00039066275304752246), ('h', 0.0015526965038445157), ('##1', -0.000219013199421551), ('anti', 0.000778461037968411), ('##sen', 0.00019934928552937467), ('##se', 0.001535072412546262), ('complementary', -0.0031455369469013594), ('r', 0.0004886514719572315), ('##na', 0.002805244269834697), ('probe', -0.005815846012408416), ('.', -0.006095300296107501), ('[SEP]', 0.0)]}}"
17,{}
18,"{'a': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('im', 0.0041990245986207805), ('##mu', 0.0023040404242481802), ('##no', 0.0027104902907616525), ('##his', -0.008685131233624414), ('##to', 0.005168884512717131), ('##chemical', 0.004516677563243457), ('analysis', 0.023020130725210537), ('revealed', -0.010108562691852086), ('f', 0.03043954993645747), ('##as', 0.018702011027766603), ('-', -0.013728566961474623), ('positive', 0.005808538430216719), ('cells', 0.14312823064421926), ('and', 0.17940131720472868), ('a', -0.1980740217680445), ('##pop', -0.13607877123615195), ('##to', -0.10318558110492894), ('##tic', 0.09452362743086355), ('cells', 0.9212853242298542), ('prefer', 0.11507494773348119), ('##ential', 0.04165629526826061), ('##ly', -0.009436088484347583), ('within', 0.025410802979265082), ('the', 0.017088141535583575), ('pro', 0.008042244381716843), ('##ximal', 0.00015087421057192056), ('co', 5.0336020976078044e-06), ('##lon', 0.002061949134471756), ('region', 0.007512133229988526), (',', 0.012351677304683235), ('clearly', 0.010645247521914487), ('at', -0.011174754449146583), ('the', 0.0017719892187918898), ('site', 0.005148547431601475), ('of', 0.0053092724786857745), ('b', -0.011680092750057698), ('##ov', -0.004007882835246889), ('##ine', 0.002002416043220189), ('la', -0.003255245831654734), ('##ct', -0.0002450443053290445), ('##of', 0.007385780077899764), ('##er', -0.005516235594102435), ('##rin', 0.0011253607542393385), ('-', -0.0014408480465128487), ('mediated', 0.004768268235785654), ('tumor', 0.0205320771257262), ('in', 0.010235271956578878), ('##hibition', 0.036637947493729846), ('.', -0.014883079441094467), ('[SEP]', 0.0)]}}"
19,{}
20,{}
21,{}
22,{}
23,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('e', 0.004090128563703995), ('##1', 0.012040345939418856), ('##a', 0.01545117640184185), ('proteins', 0.01611652457296304), ('stimulate', 0.040712988109682574), ('d', 0.010193131200502891), ('##na', 0.027321968370602443), ('synthesis', 0.011203564531544767), ('and', 0.012171914126221053), ('cell', 0.07790839933010413), ('proliferation', 0.03584023603466126), (';', 0.037472128574138175), ('however', 0.014822026749303012), (',', 0.02100327085065772), ('they', 0.043694013548517915), ('also', 0.0429908012204779), ('cause', 0.056955127074168006), ('rapid', -0.1020505626659861), ('cell', 0.9413954120639805), ('death', 0.24296743358014836), ('by', 0.13714564486036127), ('p', 0.027059746198307328), ('##53', 0.01974498995559002), ('-', 0.028236762858892615), ('dependent', 0.014450666900519498), ('and', 0.017857459089236978), ('p', 0.0239279353747433), ('##53', 0.01464464870879915), ('-', 0.011800389204750008), ('independent', 0.016254799055165095), ('a', 0.01579081706444013), ('##pop', -0.009881240084339845), ('##tosis', 0.03550089285901532), ('.', 0.020274880891706724), ('[SEP]', 0.0)]}}"
24,"{'control': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.05976357866583461), ('stimulation', 0.21241022498276682), ('of', 0.12994372566620854), ('in', 0.07353509651217612), ('##os', 0.06850103421049485), ('##ito', 0.07182728056048222), ('##l', 0.07809191697311757), ('phosphate', 0.05042091471862487), ('generation', 0.6027446990461208), ('in', 0.292213801241802), ('control', 0.11178189634732658), ('and', 0.4202777123342732), ('r', 0.12231239504496434), ('##as', 0.046940764980600215), ('-', -0.0005640651151562105), ('gene', -0.011343475917931813), ('-', -0.044297559868104255), ('transformed', 0.15563885743721065), ('ni', 0.048245712473934645), ('##h', 0.11051446525033097), ('-', -0.007124350318018031), ('3', 0.04687603321176453), ('##t', 0.06601271039368017), ('##3', -0.03259728035381004), ('cells', 0.40989438158570346), ('by', 0.1052659248209009), ('pro', 0.04575330735616606), ('##sta', 0.02228728400866046), ('##g', 0.018788275228222042), ('##land', 0.030573517165299036), ('##in', 0.056141835581658854), ('f', 0.05582323791197055), ('##2', 0.010590056018589684), ('alpha', 0.05223803977532674), ('(', 0.023681630788298286), ('p', 0.04232318505218254), ('##g', 0.03223248988581529), ('##f', 0.051480317309808274), ('##2', 0.00905679770097871), ('alpha', 0.015099305118255146), (')', 0.0137975641458277), ('was', 0.06907492108686487), ('investigated', 0.06006187554689693), ('.', -0.004128772372796107), ('[SEP]', 0.0)]}, 'ni': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.029148295398199384), ('stimulation', 0.03240410835484484), ('of', 0.026902001342087915), ('in', 0.033400156693163915), ('##os', 0.030585245440419045), ('##ito', 0.010146747027788415), ('##l', 0.02265146241053699), ('phosphate', 0.026100167402608232), ('generation', 0.04568262719188108), ('in', 0.05879574224171334), ('control', 0.02556673169064626), ('and', 0.021239749344633505), ('r', 0.019827718178102704), ('##as', 0.037917978053511145), ('-', 0.009512844628908973), ('gene', 0.07764557347603165), ('-', -0.021669479800582456), ('transformed', 0.15754875593338177), ('ni', 0.045299385405711545), ('##h', 0.11046995167053059), ('-', 0.2089359000149867), ('3', 0.14641951280724647), ('##t', 0.06406909685080901), ('##3', 0.10680927485529638), ('cells', 0.9139111822522128), ('by', 0.08157750010271264), ('pro', 0.051942794872992394), ('##sta', 0.021278774161419118), ('##g', 0.02480580537231967), ('##land', 0.014873553274391584), ('##in', 0.056441065200062694), ('f', 0.029674051406046176), ('##2', 0.032562452976428666), ('alpha', 0.0368087113768115), ('(', 0.009198772339313254), ('p', 0.011282235591437257), ('##g', 0.031108820607101625), ('##f', 0.021154720705240875), ('##2', 0.020878256080692065), ('alpha', 0.06340131748078273), (')', 0.010088168484368842), ('was', 0.019085578107638893), ('investigated', 0.00917392194731281), ('.', -0.01692409905940749), ('[SEP]', 0.0)]}}"
25,{}
26,"{'t': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', -0.0034478130600886503), ('5', -0.017516407711219182), ('##t', -0.015304237887664305), ('##4', -0.04841923346785877), ('anti', -0.03543380102088262), ('##gen', -0.0008156707815678697), ('is', 0.006833742217136541), ('defined', 0.037671128122529395), ('by', 0.008714488140236593), ('a', 0.02914714660195806), ('mon', 0.01496952194127701), ('##oc', 0.005645298289225273), ('##lon', 0.01994321253705148), ('##al', -0.026623306617296644), ('anti', 0.022939588337847632), ('##body', 0.01925492334920834), ('(', -0.03240669751953914), ('ma', 0.0004102675428203908), ('##b', -0.013357741747492368), (')', 0.005575206077385406), ('specific', 0.027355791872102554), ('for', 0.050806670989141545), ('human', 0.23931900164905867), ('t', -0.06365213464711868), ('##rop', -0.09398256169995611), ('##ho', 0.003179464216527559), ('##blast', 0.955745003216188), ('.', 0.05467720449082705), ('[SEP]', 0.0)]}}"
27,{}
28,"{'m': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('our', 0.009313050041939325), ('results', 0.013960163947350893), ('showed', 0.016641646321338133), ('that', 0.017439834340512505), ('cu', 0.03179692343249386), ('##rc', 0.033291335255690745), ('##umi', -0.03265684080862863), ('##n', 0.08167044598343853), ('dose', -0.010264389969497533), ('-', 0.01258658704768632), ('dependent', 0.02697191756570336), ('##ly', 0.031760069338687365), ('in', 0.005933692275999878), ('##hibit', 0.019408728638036735), ('##ed', 0.026422249138060287), ('(', 0.006791541592172747), ('p', 0.033236053503407276), ('<', 0.005541481194148957), ('0', 0.027496797368257792), ('.', 0.0039370066800168075), ('05', 0.017222774594860057), (')', 0.010249347993725155), ('the', -0.009764699330290779), ('proliferation', 0.0939323457566907), ('of', 0.07490366786632023), ('m', 0.051252336718242905), ('##c', 0.11876080926267511), ('##f', 0.23805498183913462), ('-', 0.2315661430694708), ('7', 0.3975993230911901), ('cells', 0.826792447553), ('.', 0.024341813468590656), ('[SEP]', 0.0)]}}"
29,{}
30,{}
31,{}
32,{}
33,{}
34,{}
35,{}
36,{}
37,{}
38,"{'end': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('vessel', -0.005601403142312048), ('density', 0.009301768245172827), ('(', 0.0019703808392856205), ('m', 0.008499906036936879), ('##v', 0.039018988552728034), ('##d', 0.024143346354303343), ('-', 0.015498036557076465), ('micro', 0.0037819944125879476), ('##ves', 0.03710082974638831), ('##sel', 0.02660695794268426), ('density', 0.02010125209605931), (')', 0.014850081167534166), (',', 0.04774671091504333), ('end', -0.005281478193131775), ('##oth', 0.08731044189787268), ('##eli', 0.06333351881246506), ('##al', 0.138426492659019), ('cell', 0.8693744314247677), ('proliferation', 0.26750886235467713), ('fraction', -0.10601641137575364), ('(', -0.019321990891504784), ('e', 0.030567506229610727), ('##c', 0.0167095550286776), ('##p', 0.019539319517037034), ('%', 0.02202744825676525), (')', -0.016682918914999303), ('and', 0.025083249020955732), ('t', 0.0370255283845933), ('##umour', -0.003449312345730897), ('cell', 0.3013112541081245), ('proliferation', 0.16107944250128084), ('fraction', -0.024136039559004528), ('(', -0.007197626240632179), ('t', 0.013395452431239204), ('##c', 0.009907505358784855), ('##p', 0.017885881883595543), ('%', 0.006404061045450754), (')', -0.0040737847923802304), ('were', 0.014803024626976757), ('assessed', 0.0007528383784181477), ('.', -0.005704522501574777), ('[SEP]', 0.0)]}, 't': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('vessel', -0.009258392799866866), ('density', 0.009830401445179745), ('(', 0.007059772728370483), ('m', 0.011936965966101104), ('##v', 0.05145106296312072), ('##d', 0.02861601831387524), ('-', 0.03394058128027383), ('micro', 0.013670363227683412), ('##ves', 0.04005137328932203), ('##sel', 0.027804267663372472), ('density', 0.02608780744537638), (')', 0.006495761422079811), (',', 0.017263632522440665), ('end', 0.003009527873777946), ('##oth', 0.014688843787341277), ('##eli', 0.011769988348186364), ('##al', 0.01528800975717789), ('cell', 0.18872034512272529), ('proliferation', 0.09429697856395775), ('fraction', -0.00573442939203744), ('(', -0.0033670128094827126), ('e', 0.028759407547920602), ('##c', 0.023137228692501226), ('##p', 0.019723611163633862), ('%', 0.029666611828212505), (')', -0.013398340653082054), ('and', 0.0540747119080674), ('t', 0.12740827841429678), ('##umour', -0.0036829246351369827), ('cell', 0.8349452988003213), ('proliferation', 0.46731313006589903), ('fraction', -0.07560000233473238), ('(', -0.03440632376628419), ('t', 0.013165552298453238), ('##c', 0.016215915221942847), ('##p', 0.02020540610524101), ('%', 0.02285696621856582), (')', -0.014000574442749374), ('were', 0.01746975287134809), ('assessed', -0.00011638732817937667), ('.', -0.0031052813076459717), ('[SEP]', 0.0)]}}"
