,0
22,"{'eh': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.07369763086677643), ('##pop', 0.0762038844630238), ('##tosis', 0.06505753178256107), ('induced', 0.0828398447641699), ('by', 0.01339525546274841), ('1', 0.03531800141863126), (""'"", 0.04744696287952316), ('-', 0.010511013054247658), ('ace', 0.03376955027746509), ('##to', 0.030935857527734166), ('##xy', 0.054907419909153855), ('##cha', -0.0010146241634902604), ('##vic', 0.026501066248317755), ('##ol', 0.043954457806709306), ('ace', 0.020157202322324003), ('##tate', -0.019020152395673205), ('in', -0.008835910574504705), ('eh', -0.30192239953096367), ('##rl', 0.30684843955227675), ('##ich', 0.7699370068712128), ('as', -0.008068137789382604), ('##cite', 0.2297946129340479), ('##s', 0.08699945855392961), ('tumor', 0.10547425067692796), ('cells', 0.3192702085673676), ('is', -0.040739057404074235), ('associated', 0.03080900643509127), ('with', 0.02929673183459828), ('m', 0.0065338864035942145), ('##od', 0.013488157592264842), ('##ulation', 0.017610768110263124), ('of', 0.017033524694629182), ('p', -0.010086999094503026), ('##oly', 0.02254274650739878), ('##amine', 0.033746189871738386), ('metabolism', 0.019364897465883837), ('and', 0.034698761118011553), ('ca', 0.009144326397764805), ('##sp', -0.0605786445734066), ('##ase', -0.002064115189241909), ('-', -0.011415670802046344), ('3', 0.01816377873975189), ('activation', 0.04281189925572754), ('.', -7.889816458502515e-05), ('[SEP]', 0.0)]}}"
23,"{'eh': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.004742496924947589), ('efficacy', -0.0024741345333554343), ('of', 0.014179149052770438), ('the', -0.0017368274074869875), ('anti', 0.017894792053484238), ('##tum', 0.013101744346150274), ('##or', 0.00019577604226912992), ('activity', 0.042697459724938144), ('of', -0.019790323742322057), ('1', 0.005952468494707641), (""'"", 0.0266891763138955), ('-', 0.00902374135633669), ('ace', 0.010384273076691035), ('##to', 0.011321647117538141), ('##xy', 0.030378827224217496), ('##cha', -0.010130447635967082), ('##vic', 0.026124588822428907), ('##ol', 0.00028829570302142736), ('ace', 0.01071799544451633), ('##tate', 0.012308822473015419), ('(', -0.012954522260192938), ('a', 0.004535985585845082), ('##ca', 0.04148384032867039), (')', 0.015009725049397392), (',', 0.0030631235203382847), ('reported', 0.015043336839479407), ('to', 0.023768003166020207), ('be', 0.0163236758533503), ('a', 0.011578542804240794), ('suppress', 0.023213993464882506), ('##or', 0.03002765826644072), ('of', 0.010082155209531866), ('chemical', 0.015846810160776208), ('##ly', 0.005803047891904537), ('induced', 0.02612264509168923), ('car', 0.03870398457847101), ('##cin', 0.003160097608944686), ('##ogen', 0.05045375037704016), ('##esis', 0.017177699020039527), (',', -0.026253034917706433), ('was', 0.04203002969394807), ('evaluated', 0.04102407159404126), ('in', 0.017208615428170235), ('eh', 0.26033625798286353), ('##rl', 0.145834828258409), ('##ich', 0.6322107738621829), ('as', -0.017390554369981225), ('##cite', 0.6431968833156839), ('##s', 0.14154300418387825), ('tumor', 0.09541236962546783), ('cells', 0.20038241863009437), ('.', -0.0858107153671287), ('[SEP]', 0.0)]}}"
24,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', -0.007571991971547109), ('##ca', -0.04081712368766642), ('treatment', 0.05449654349792197), ('resulted', 0.00810555895226579), ('in', 0.0021571123948736187), ('changes', 0.0661456295055055), ('in', 0.01764307575549704), ('morphology', 0.03697029682766992), ('and', 0.02273237757065516), ('a', 0.04516179605967398), ('dose', 0.04561295366416886), ('-', 0.023434651458903135), ('dependent', 0.02456143210650882), ('suppression', 0.04978229465922751), ('of', 0.03912792114597974), ('cell', 0.9665982663733459), ('via', 0.19269803279965264), ('##bility', 0.08326055614191107), ('.', 0.031739671233870906), ('[SEP]', 0.0)]}}"
25,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.007950893207785213), ('##pop', 0.016383234041982105), ('##tosis', 0.01672990998316368), (',', 0.00018069505227054372), ('characterized', 0.00019194972753578546), ('by', 0.01839507484481582), ('nuclear', -0.01493978089100358), ('con', 0.024919089077885665), ('##den', 0.00525544683763621), ('##sation', 0.02402744381425823), (',', -0.0018000874621689972), ('membrane', 0.0039608521191153425), ('b', 0.02769262850186137), ('##le', 0.02315568371355654), ('##bb', 0.013691497720935104), ('##ing', 0.033390060831797276), (',', -0.007716598207272372), ('cell', 0.9761504703235022), ('shrink', 0.040221481833861136), ('##age', -0.14288207732675265), ('and', 0.12441906388748465), ('a', -0.010909713595494691), ('significant', -0.002764930258302102), ('induction', 0.02457673461698923), ('of', 0.02310550120519836), ('ca', 0.020795152525146632), ('##sp', 0.012583820651063707), ('##ase', 0.008872277385075476), ('-', 0.01861200502706825), ('3', 0.009907036797466021), ('-', 0.004588020264890129), ('like', 0.0046699244259427964), ('pro', 0.002685754726156724), ('##te', 0.003356285205149966), ('##ase', 0.013313962244704687), ('activity', -0.001178689541878605), ('at', 0.0031994577224114104), ('8', 0.00328324274196895), ('h', 0.00613606700483747), ('in', 0.012740100280609592), ('a', 0.014618036904047959), ('time', 0.026291580277062312), ('-', 0.013935694829848275), ('course', 0.003335125911186917), ('study', 0.017032592846779392), ('were', 0.014617290276065334), ('observed', 0.00685342539629009), ('.', -0.005793406269812255), ('[SEP]', 0.0)]}}"
26,{}
27,{}
28,{}
29,{}
30,{}
31,{}
32,{}
33,{}
34,{}
35,{}
36,{}
37,{}
38,"{'clear': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('a', -0.0031895351596848095), ('significant', 0.01572361318240441), ('increase', 0.00893790467601604), ('was', 0.011040455992349598), ('observed', -0.027650206507172276), ('in', 0.001683742912199334), ('fl', -0.03620157408966007), ('##t', -0.018432600474455357), ('-', 0.006731828203890416), ('1', -0.0020894995209487436), ('(', 0.009991221125975997), ('p', 0.012697026580194268), ('less', 0.023922118292783026), ('than', 0.009099337762239366), ('0', 0.008174598385911055), ('.', -0.01001855123215073), ('00', 0.04321327712857339), ('##1', 0.01861679511944677), (')', 0.01846478907320775), (',', -0.01608859851621568), ('k', -0.005404139912107417), ('##dr', -0.012648022976528377), ('(', -0.013210632762772742), ('p', 0.007124246231216832), ('=', 0.004868401528196898), ('0', 0.009323292186938883), ('.', -0.01125917016008176), ('02', 0.008203620666939955), (')', 0.007223851350395862), (',', -0.012560555569496918), ('and', -0.00849401036792246), ('fl', -0.003802933351009134), ('##t', -0.009631120503639894), ('-', 0.00885613188256766), ('4', -0.007845771224887806), ('(', -0.007066851806705363), ('p', 0.0019299403497059135), ('=', 0.000815582446330878), ('0', -0.0015500426622012725), ('.', -0.01724505605150952), ('01', 0.013388573219072475), (')', -0.0031588844637452504), ('but', -0.016488978929969915), ('not', -0.01167909150926785), ('ve', 0.02562259980474182), ('##g', 0.028775444778034294), ('##f', 0.03314688172231223), ('-', 0.012598665063783333), ('b', 0.010306050155749515), ('(', 0.014363866207404312), ('p', 0.008943458064294443), ('=', -0.00391522618589045), ('0', 0.023201533881571295), ('.', -0.005906593297754075), ('82', 0.00012151394040644117), (')', -0.006243065523617075), ('or', -0.01830672466592589), ('ve', 0.028431332227345965), ('##g', -0.019444443101785364), ('##f', -0.04758140140140644), ('-', 0.010501011044994684), ('c', -0.02698409758641597), ('(', -0.018366963383765113), ('p', 0.03212631337984517), ('=', 0.017702424702663817), ('0', 0.019282477970961345), ('.', -0.0008389266757261964), ('52', -0.04465864999056774), (')', 0.08545237902568867), ('expression', 0.11527431924693864), ('in', 0.5275087125013934), ('clear', -0.4824041211999333), ('cell', -0.423770219112675), ('compared', 0.31588488121458536), ('with', 0.034961326453508926), ('ch', -0.07114923641015646), ('##rom', 0.0023222653042414944), ('##op', -0.06938717099149845), ('##hil', 0.323966756575888), ('(', -0.14244545147371726), ('p', -0.04497781067445665), ('##ap', 0.03679297914363747), ('##illa', 0.007081449193126715), ('##ry', 0.0542701289583589), (')', -0.08271098657237182), ('car', 0.006484895929155211), ('##cin', -0.09008489116063365), ('##oma', -0.04102800944732936), ('##s', -0.07099487351428872), ('.', -0.056239344283352755), ('[SEP]', 0.0)]}}"
39,{}
40,"{'re': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.012361781983759045), ('effect', 0.012025631551657649), ('of', 0.019286291426389924), ('von', 0.026304647840422364), ('hip', 0.010469312689535491), ('##pel', 0.0021894689249219775), ('-', 0.01881325836094677), ('l', 0.011251727400773284), ('##inda', 0.00012585371398790912), ('##u', 0.008205484953340458), ('(', 0.015139242853391249), ('v', 0.014165902690782153), ('##hl', 0.002731185130831421), (')', 0.004441783653238226), ('gene', 0.008603909546731623), ('and', -0.001525231754083507), ('h', 0.0042202008289512795), ('##y', 0.00728044002733085), ('##pox', 0.0031487272157195265), ('##ia', 0.010051717670926096), ('on', 0.004321938462616011), ('ve', 0.007116048701999074), ('##g', 0.008897174285043292), ('##f', 0.019308247305220815), ('-', 0.015516964166407162), ('b', 0.019998448346700504), ('and', 0.007682828290084733), ('ve', 0.015323724306527405), ('##g', 0.019923520108583535), ('##f', 0.012120254537760122), ('-', 0.012764987179483475), ('c', 0.016834384262774126), ('expression', 0.05877159818939913), ('in', 0.02877512973242263), ('the', -0.014128576088402687), ('re', 0.14619122901284404), ('##nal', 0.1811785041899868), ('car', 0.036213034818447405), ('##cin', 0.19939597616878396), ('##oma', 0.4359816826907734), ('cell', 0.6962035530461321), ('line', 0.35275605254066134), ('78', -0.026431652893139704), ('##6', 0.1078000926684953), ('-', 0.045493707596791944), ('0', 0.02415025973242072), ('trans', 0.05340758607886782), ('##fected', 0.04366710473771698), ('with', 0.0336459491053465), ('wild', 0.014572576804555258), ('-', 0.02440361972554904), ('type', 0.018563408193924803), ('and', 0.012851024420225331), ('mutant', 0.004383400149082931), ('v', 0.03267861342442465), ('##hl', 0.004932171032647336), ('was', 0.028649538925871167), ('determined', 0.019058623598861), ('by', 0.027603612567745076), ('growing', 0.06839230727874357), ('cells', 0.2501558970214677), ('under', 0.02280287449752003), ('21', 0.023638435085287908), ('%', 0.028724482271681284), ('o', 0.02137721695664019), ('##2', 0.022671675556741374), ('-', 0.009919464125889049), ('and', 0.008957996485371298), ('0', 0.005011372898420283), ('.', 0.008116007994669274), ('1', 0.012849158083657143), ('%', 0.0027372824890850083), ('o', 0.0052841002590333554), ('##2', 0.0032053564546403283), ('.', 0.0003296028853327256), ('[SEP]', 0.0)]}, 'cells': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.0023146560063115585), ('effect', 0.016812522851027172), ('of', 0.015633414541817315), ('von', 0.007285092984838119), ('hip', 0.010673718397835643), ('##pel', 0.0031523002630283255), ('-', 0.01905815570453065), ('l', 0.01612036051250798), ('##inda', -0.0015811371230464698), ('##u', 0.021719578621738282), ('(', 0.01909761246276409), ('v', 0.019255477302602547), ('##hl', 0.012304234570364515), (')', 0.014299198018871128), ('gene', 0.007752329796771907), ('and', -0.006335576013717568), ('h', 0.006097258031830722), ('##y', 0.006685121465595206), ('##pox', 0.0034354240034006147), ('##ia', 0.006779259733831361), ('on', 0.0018511889919338592), ('ve', 0.005205981296462687), ('##g', 0.005617470834016056), ('##f', 0.007177642396023519), ('-', -0.0021677788961024062), ('b', 0.00739821187760377), ('and', 0.003258725497446209), ('ve', 0.005943081409009557), ('##g', 0.008068814909055165), ('##f', 0.0071260354070474125), ('-', 0.0037150922360949874), ('c', 0.005637568242710971), ('expression', 0.009180890190863567), ('in', 0.009356476863803063), ('the', 0.00032203560768388284), ('re', 0.010378847531994096), ('##nal', 0.0028876822458773085), ('car', 0.0012040963504140038), ('##cin', 0.002422871111632134), ('##oma', 0.02354227744530371), ('cell', 0.1509431991373062), ('line', 0.05196866611397128), ('78', 0.000606609640521395), ('##6', 0.022741782778253835), ('-', 0.02528760076604628), ('0', 0.015191560811732055), ('trans', 0.018327635491434752), ('##fected', 0.027149397805630318), ('with', 0.01588120767376205), ('wild', 0.015355145161784857), ('-', 0.022540095204053805), ('type', 0.003202367603976881), ('and', 0.02495295387436887), ('mutant', 0.008039239386431125), ('v', 0.02985527459660973), ('##hl', 0.023667470038772922), ('was', 0.02559870515430453), ('determined', 0.015341075196272397), ('by', 0.05664332693817483), ('growing', 0.17009688326313177), ('cells', 0.9587543781167689), ('under', 0.07374637596647547), ('21', 0.037728763223935105), ('%', 0.050508108904612506), ('o', 0.03321339560677508), ('##2', 0.025393077972104074), ('-', 0.00611382168371921), ('and', 0.012199059646072622), ('0', 0.005053366984759453), ('.', 0.016349432414990928), ('1', 0.014024141206642509), ('%', 0.0021128812318912766), ('o', 0.018039926241103905), ('##2', 0.00821071456546006), ('.', 0.00809945820997551), ('[SEP]', 0.0)]}}"
41,"{'v': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.0333386820011857), ('wild', 0.0868072970354006), ('-', 0.12049455378616072), ('type', 0.15200302682923522), ('v', 0.24831561401496635), ('##hl', 0.32153511124512263), ('cells', 0.8602455147833811), (',', 0.127152446691176), ('whereas', 0.010236698662522083), ('ve', 0.03338974571082192), ('##g', 0.03361678753822008), ('##f', 0.0761389257192758), ('-', 0.03760438669295986), ('a', 0.045321531329503874), ('was', 0.00695254222613094), ('significantly', 0.012816336220290343), ('up', 0.01737944000503421), ('-', 0.005561875607446899), ('regulated', 0.016638576146179838), ('under', 0.003536044395894263), ('h', 0.0167921051237398), ('##y', 0.014522678269864515), ('##pox', 0.0126856672420364), ('##ic', 0.01586142399778093), ('compared', 0.015519042688986004), ('with', 0.02066372182901826), ('norm', 0.017981339025641245), ('##ox', 0.020974557570316774), ('##ic', 0.015082739017178761), ('conditions', 0.006136553053108271), ('(', 0.015559408128381249), ('p', 0.022867053011967963), ('less', 0.024800664367419442), ('than', 0.025616769997418545), ('0', 0.027602392165467643), ('.', 0.016694754616351195), ('00', 0.02404283330990014), ('##1', 0.027716580319743788), (')', 0.021728776606596865), (',', 0.0020814678644962077), ('expression', 0.021833417804643426), ('of', 0.01938351445739698), ('ve', 0.016845688295608768), ('##g', 0.023969313740291962), ('##f', 0.0368203003257956), ('-', 0.04733140022816806), ('c', 0.03476510451545823), ('was', 0.01707802939544167), ('reduced', 0.014291657358094808), ('(', 0.027645652337122854), ('p', 0.030003648134776413), ('less', 0.026655242323453014), ('than', 0.03134133705309584), ('0', 0.02054162177677932), ('.', 0.010853392368014546), ('00', 0.023575759571900185), ('##2', 0.02756791742007879), (')', 0.011888271997521986), ('.', 0.013303392253664267), ('[SEP]', 0.0)]}}"
42,"{'v': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('nevertheless', 0.00988480953526341), (',', -0.03330804919716735), ('the', 0.08962770031588427), ('repression', 0.038248660454077925), ('of', 0.18958041527366862), ('ve', 0.04851836039610962), ('##g', 0.18231195386790702), ('##f', 0.2100389313099581), ('-', 0.1244674411500596), ('c', 0.07495602199790055), ('was', 0.04969838647643415), ('lost', 0.04923614621668176), ('in', 0.014795018627444772), ('mutant', 0.001216726711530105), ('v', 0.13869687491957974), ('##hl', 0.24201247623286082), ('cell', 0.7142814297859666), ('lines', 0.49438246608059117), ('under', -0.0018479063959320535), ('h', 0.07397750209187079), ('##y', 0.07692125815136536), ('##pox', 0.05236568698956049), ('##ia', 0.027587828368841567), ('.', 0.01038744765281653), ('[SEP]', 0.0)]}}"
43,{}
44,{}
45,"{'ch': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.023319981986149055), ('study', 0.014658178190360006), ('shows', 0.02416060098006657), ('that', 0.0193313885153636), ('clear', 0.008251659014686916), ('cell', -0.019606483446913396), ('tumors', -0.021115041194092615), ('are', 0.005753855489762572), ('able', 0.002872269832174), ('to', 0.009549243707531218), ('up', 0.004792266562693313), ('-', 0.0035746036367864478), ('regulate', -0.0037512262783666694), ('an', 0.0015222120811637496), ('##gio', -0.013248362137032156), ('##genic', 0.001909938302957894), ('growth', 0.009480521455279733), ('factor', -0.0023382102945135176), ('receptors', -0.08046344645238897), ('more', -0.031810506650684536), ('efficiently', 0.012913009196716597), ('than', -0.08074442589084423), ('ch', -0.20982111637432518), ('##rom', 0.07742729616964358), ('##op', 0.0030809013444131478), ('##hil', 0.8474564486081934), ('(', 0.37745137000621026), ('p', 0.03647757314693347), ('##ap', -0.02701302666411108), ('##illa', 0.048222114516156885), ('##ry', -0.08231789061626522), (')', 0.17775373094450037), (',', -0.006977970879494474), ('that', 0.015422942309833557), ('clear', 0.005378361666837942), ('cell', -0.02243227713570093), ('tumors', -0.013048512976497452), ('can', -0.016559332601128327), ('use', 0.0006706375638967585), ('pathways', 0.015361355320355164), ('independent', 0.027856059988405957), ('of', 0.022302173747591903), ('v', 0.03581018647480653), ('##hl', 0.04875196788332123), ('to', 0.012609047532559464), ('regulate', 0.02140390326736228), ('an', 0.023939207626849996), ('##gio', 0.022847687514273456), ('##genesis', 0.04556005240668075), (',', 0.022980540737619605), ('and', 0.02539578027647659), ('that', 0.037940033341397214), ('this', 0.032082097199131895), ('combined', 0.037612276104146275), ('regulation', 0.04622941813370641), ('may', 0.0155164539410484), ('account', 0.008886678576374886), ('for', 0.0069087409356155104), ('their', 0.018813055410702533), ('more', 0.016878742556954027), ('aggressive', 0.020099543141133578), ('p', 0.007369463274584527), ('##hen', 0.017067565892243168), ('##otype', 0.020771007154848902), (',', 0.016401429321788404), ('which', 0.00616457800567669), ('suggests', 0.0122924888962305), ('that', 0.014741411616449925), ('targeting', 0.014381305610209437), ('ve', -0.011225612694924126), ('##g', -0.0039497499069514625), ('##f', -0.013953881438450442), ('##r', -0.018797810244025208), ('##1', 0.009234393448300248), ('(', -0.028155767584700696), ('fl', 0.0019103632596736463), ('##t', -0.013993209920621955), ('-', -0.0102450946531452), ('l', -0.01569301220790996), (')', -0.012447546384969508), ('may', -0.016910309209007393), ('be', -0.015467271666476148), ('particularly', -0.0005865335650993743), ('effective', -0.00030021224054067023), ('in', -0.00824059831465039), ('these', -0.022445735547683133), ('tumor', -0.04935481590747855), ('types', 0.00858547690938914), ('.', -0.054318818849362245), ('[SEP]', 0.0)]}, 'p': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('the', 0.026339556691018392), ('study', 0.00042128257352012796), ('shows', 0.03508352633843163), ('that', 0.010579062112252001), ('clear', -0.027838317415439125), ('cell', -0.09621126890327661), ('tumors', 0.003688040661220608), ('are', 0.030650812395851056), ('able', 0.001420600747693307), ('to', 0.018306185612501132), ('up', 0.012422766455942322), ('-', 0.012487117227549627), ('regulate', 0.01125545061314735), ('an', 0.00871962807376647), ('##gio', -0.0009792942321898404), ('##genic', -0.014482192208676168), ('growth', 0.006272680427965732), ('factor', 0.011560535709420732), ('receptors', -0.21084517357589888), ('more', -0.15247995885803795), ('efficiently', -0.0037948079937566398), ('than', -0.07403616442275493), ('ch', -0.14935250300571137), ('##rom', -0.062270217160574515), ('##op', 0.046896844121658475), ('##hil', 0.5335007675612708), ('(', 0.4025568168656632), ('p', -0.005277723471120432), ('##ap', -0.0010583121326843321), ('##illa', 0.5834030101528904), ('##ry', 0.22784840042196572), (')', 0.022266142253312048), (',', -0.04963987701192233), ('that', -0.01459804232617764), ('clear', -0.034041034878712115), ('cell', -0.09267639503274532), ('tumors', 0.015432776161562608), ('can', -0.016847923219388772), ('use', -0.005685363881363523), ('pathways', 0.042708144603330396), ('independent', 0.02676554773195076), ('of', 0.020695175388950212), ('v', 0.01761799788869355), ('##hl', 0.020689621905024096), ('to', 0.02208454828424129), ('regulate', 0.041050235508461076), ('an', 0.02841092486041712), ('##gio', 0.03185225320067864), ('##genesis', 0.055774768352691656), (',', 0.011937202993969923), ('and', 0.031350500926060385), ('that', 0.032166262575122416), ('this', 0.03155601505116413), ('combined', 0.03420546231488318), ('regulation', 0.0322745329388768), ('may', 0.029007352519811007), ('account', 0.011138916939607826), ('for', 0.01661074497162651), ('their', 0.01657824456028518), ('more', 0.008823317619080914), ('aggressive', 0.023473560390753517), ('p', 0.0044756017274875355), ('##hen', 0.010814679019442996), ('##otype', 0.00316107732241513), (',', -0.0006815025009431466), ('which', 0.003795795656647381), ('suggests', 0.0050893510859198006), ('that', 0.0032863667552855457), ('targeting', 0.010705663634216251), ('ve', -0.0034622327151046252), ('##g', -0.012664224414737612), ('##f', -0.01432139789138694), ('##r', 0.0004787518166430084), ('##1', -0.05634851280851239), ('(', -0.01678391647098862), ('fl', -0.031170263137889835), ('##t', 0.0015980088958159817), ('-', -0.008701200523298468), ('l', -0.0004655202971142784), (')', -0.009927676921589423), ('may', -0.015096803992691928), ('be', 0.0004922892911583646), ('particularly', 0.010475225469668798), ('effective', 0.025923520306466084), ('in', -0.005491180077401382), ('these', -0.015113548692160323), ('tumor', -0.06209446942693178), ('types', 0.03557726138223639), ('.', -0.04117908156205535), ('[SEP]', 0.0)]}}"
46,"{'cancer': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('glucose', -0.028629755103694754), ('cat', 0.013387213090051956), ('##ab', 0.017075511679119828), ('##olis', -0.0002931520687516877), ('##m', 0.0186839504427244), ('in', 0.06125342885321648), ('cancer', 0.28247660943120984), ('cells', 0.9473844538514815), (':', 0.08546935407043868), ('identification', 0.011424576462483857), ('and', 0.028273921901915654), ('characterization', 0.023220959125057283), ('of', 0.025632352190595297), ('a', 0.014664164762302185), ('marked', 0.019566532329436274), ('activation', 0.014109838991606956), ('response', 0.0278790550098998), ('of', 0.0044947586730995776), ('the', 0.0035293436100350137), ('type', 0.030574433178355603), ('ii', -0.006204239920789186), ('he', 0.01641011544497403), ('##x', 0.029053729261016622), ('##oki', 0.021916314243384867), ('##nas', 0.012018282578617456), ('##e', 0.02729619697370349), ('gene', 0.02201446333482817), ('to', 0.008658506963082223), ('h', 0.015045482408548201), ('##y', 0.02263212863572609), ('##pox', 0.03387872020247165), ('##ic', 0.01237117275692962), ('conditions', -0.013572007179729504), ('.', -0.0005029126801966697), ('[SEP]', 0.0)]}}"
47,{}
48,{}
49,{}
50,"{'he': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('more', -0.0028282355436169823), ('##over', 0.013310987567819349), (',', 0.016182457648669626), ('we', 0.022984430018704042), ('show', 0.012687740154311674), ('that', 0.019733303325332824), ('subject', 0.009932414968152222), ('##ing', 0.03741511820387551), ('trans', 0.024770636677042792), ('##fected', 0.07111971349957852), ('he', 0.06193624949553179), ('##pa', 0.10374795641704238), ('##tom', 0.11913546928220659), ('##a', 0.11228906620765329), ('cells', 0.9670806567672195), ('to', 0.020589893303317123), ('h', 0.023952482948581544), ('##y', -0.0017720823256062185), ('##pox', 0.012180352661662328), ('##ic', 0.013718969312562623), ('conditions', 0.01815084319871604), ('activate', -0.0018272858909237333), ('##s', 0.014158223038922887), ('the', 0.01383327416942138), ('type', 0.00945019121315284), ('ii', -0.0003582835375178996), ('he', 0.005638306781590855), ('##x', 0.036464989566022475), ('##oki', 0.011003160175824063), ('##nas', 0.0036278647491769277), ('##e', 0.023997672002519427), ('promoter', 0.0016114979805178851), ('almost', 0.01264530787593489), ('3', 0.011672940839365521), ('-', 0.006823535741605584), ('fold', 0.029890182580446394), (',', 0.003163983761113259), ('a', 0.033517065431792545), ('value', 0.03011100729726234), ('that', 0.03599200738337609), ('approaches', 0.018287482712785096), ('7', 0.025371848625793857), ('-', 0.03325982692425474), ('fold', 0.05035633892556498), ('in', -0.01263532605668375), ('the', -0.0007036719904299942), ('presence', 0.01655480499766401), ('of', 0.015580889485999061), ('glucose', 0.023022162736519945), ('.', -0.005736842998350859), ('[SEP]', 0.0)]}, '##pa': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('more', -0.04297226074098658), ('##over', -0.028390971684948592), (',', -0.018699013785787193), ('we', -0.014432422457494123), ('show', -0.013249901835263101), ('that', 0.02009540855211565), ('subject', 0.03501937555509491), ('##ing', 0.018157775270875146), ('trans', 0.056241236737296314), ('##fected', 0.054115016669933104), ('he', 0.17800145080219532), ('##pa', 0.7608721561868471), ('##tom', 0.4652285762893747), ('##a', 0.3455334548157459), ('cells', 0.1091855924234433), ('to', -0.025021739349156472), ('h', 0.004151836261537434), ('##y', -0.014273089352800897), ('##pox', -0.0010483659079747122), ('##ic', -0.004360015625914032), ('conditions', -0.021439621574556283), ('activate', -0.007229730199294095), ('##s', 0.017822647695111386), ('the', -0.005968601552053897), ('type', 0.0010824562922014773), ('ii', -0.0036223650315659497), ('he', 0.039885409360251166), ('##x', -0.0009972462006358018), ('##oki', -0.03611203236175671), ('##nas', -0.054151769115937845), ('##e', -0.10147661255832942), ('promoter', -0.08572650499202873), ('almost', 0.012006848109390407), ('3', 0.0028995989003554098), ('-', 0.0011156903661600497), ('fold', 0.009070523298643168), (',', 0.011439179073848888), ('a', 0.03871746826475961), ('value', 0.007749758637626954), ('that', 0.016734839333057777), ('approaches', -0.0008683445699326142), ('7', 0.012610177506047385), ('-', 0.013098180019245296), ('fold', 0.014828227834166017), ('in', 0.011580559666379662), ('the', 0.015965669940202484), ('presence', 0.010034490600011978), ('of', 0.010564650358395261), ('glucose', -0.021544203305482075), ('.', -0.033980758717777296), ('[SEP]', 0.0)]}}"
51,{}
52,{}
53,{}
