,0
10,"{'cancer': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('highly', 0.013814096412549423), ('sensitive', 0.019095069045877173), ('reverse', 0.03125842048640691), ('-', 0.05039917295677135), ('transcription', 0.03669549856741434), ('polymer', 0.026858536625763457), ('##ase', 0.05267543424201363), ('chain', 0.05849822337579947), ('reaction', 0.07547705121868037), ('identifies', 0.021119719580537464), ('an', 0.02760725487252508), ('induction', 0.04923054248866774), ('and', 0.01830776726517456), ('over', 0.017115000540066455), ('##ex', 0.01651226378277352), ('##press', 0.018616697886505017), ('##ion', 0.029133039162876424), ('of', 0.030822488865300167), ('a', 0.03021284640464787), ('type', 0.018539978697095682), ('ii', -0.001680661168685766), ('-', 0.0024386663848143804), ('like', 0.021671013734786703), ('tumor', 0.0012512379254359634), ('h', 0.031087669502717234), ('##k', 0.036294400306059675), ('r', -0.0038498942321886194), ('##na', 0.029645336754921), ('in', 0.058273772402261365), ('a', 0.09118786215427806), ('range', 0.02713878350283544), ('of', 0.24345905689773353), ('cancer', 0.4388119130011377), ('cell', 0.6465190304826052), ('lines', 0.5320126048212703), ('i', 0.032447382646049044), ('##rre', -0.006274396464569907), ('##spective', 0.031639072590531093), ('of', 0.04084837288637035), ('tissue', -0.02383763238747233), ('origin', 0.01165385493093213), ('.', 0.02466060318738564), ('[SEP]', 0.0)]}}"
11,{}
12,"{'per': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('increased', -0.00021910811469940986), ('levels', -0.003922200260994775), ('of', 0.0049554743384322706), ('the', 0.008725248170996687), ('canal', 0.014199013388864862), ('##icular', 0.011134636072470167), ('at', 0.007054676135544623), ('##p', 0.00023859754069451965), ('transport', 0.010035511026583298), ('##ers', 0.0018954347391972927), (',', 0.0017764777573696592), ('p', 0.0019437623410352468), ('-', 0.0006041076429340809), ('g', 0.002787287345874764), ('##ly', -0.0005411025738456855), ('##co', 0.002659949808835836), ('##p', -0.003869682584839143), ('##rote', -0.004115043242828548), ('##in', -0.0054133312711933034), (',', -0.004149257636553203), ('multi', 0.0003006240064526051), ('##dr', -0.001518145771705309), ('##ug', 1.0505595313176545e-05), ('resistance', 0.016367194101823544), ('-', -0.003065098715485798), ('associated', 0.007995558059325496), ('protein', 0.00036289594550591446), ('2', 0.0005280594986731996), ('(', -0.0022420937475125203), ('m', 0.005142288174049747), ('##rp', 0.017602963966055454), ('##2', -0.0008387671184958269), (')', 0.01332666059945955), (',', 0.0021784045818896585), ('and', 0.0024593228829236126), ('bi', 0.001947679040597662), ('##le', 0.0014904931781239239), ('salt', 0.006788874763978143), ('export', 0.006550948202567342), ('pump', 0.01488882582006336), ('(', 0.004239025254673294), ('b', 0.014579415963421013), ('##se', 0.025400283656818876), ('##p', 0.02787708577723735), (')', 0.016915291913706117), ('at', 0.0032680540494887337), ('week', -0.001301127542667353), ('2', 0.004055328866692257), ('(', -0.00027161746026692), ('p', 0.007725077925162939), ('<', 0.0028290337434766803), ('0', 0.004454819489383114), ('.', 0.006286317112226013), ('05', 0.00459126359312273), (')', 0.007867088539582156), (',', -0.0011649069198410259), ('unchanged', -0.0019505953885848228), ('levels', -0.0019847157079851793), ('of', 0.004280209187585823), ('n', -0.0007158306630059668), ('##t', 0.003835011244151233), ('##c', -0.0016749845539396797), ('##p', 0.002101544385448175), (',', -0.0030362367210724473), ('o', 0.0017867739204531566), ('##at', 0.01048688409863598), ('##p', 0.0025189297655033947), ('##1', -0.00206650339389368), ('##a', 0.00740695245941706), ('##1', -0.00047954821349060193), (',', 0.002857623931752354), ('o', 0.0014401972117503825), ('##at', 0.006122559677291081), ('##p', 0.0011485118746752255), ('##1', -0.007525042227188293), ('##a', 0.0053386442799989095), ('##4', -0.005807352272651849), (',', 0.00512027306983829), ('and', 0.010104709845101588), ('m', -0.0021831632156642474), ('##ct', 0.0029967994717220573), ('##2', 0.0004334297218100459), (',', 0.008269561371955827), ('but', 0.007226537033431529), ('decreased', 0.00072083155564404), ('levels', -0.0022235848619239305), ('of', 0.002644254275674352), ('c', -0.005062358463384409), ('##yt', -0.005292043250118178), ('##och', 0.009823973843408645), ('##rome', 0.012193324307707303), ('p', 0.006390102287165466), ('##45', 0.00954521138161591), ('##0', 0.0007006786630821089), ('3', 0.00676123108008547), ('##a', 0.007816704581464625), ('##2', -0.0043743445396234055), ('(', 0.0017892193565357917), ('c', 0.004730295664279988), ('##y', 0.00925675455530289), ('##p', -0.0001318171373210418), ('##3', -0.0010627023123575261), ('##a', 0.005605631509769238), ('##2', 0.0028505336609210273), (')', 0.006475026467373049), ('and', -0.0007568425131233874), ('g', -0.005968061491513791), ('##lut', 0.004320152508896108), ('##ath', 0.006711533172253118), ('##ione', 0.015046822303634504), ('s', 0.008179118827741205), ('-', 0.0004803518895780494), ('transfer', 0.015179329168759317), ('##ase', -0.0259391652967147), ('(', -0.008079928736370033), ('g', 0.009922201224473627), ('##st', -0.0003055698692116558), ('##4', -0.024886394043589964), ('-', -0.005072101743282365), ('4', -0.006446771429596331), (')', 0.005008526649567351), ('at', 0.0006180105121394819), ('week', 0.00544718849339201), ('4', 0.0013045968421351293), ('(', 0.006061542382517278), ('p', 0.020437026457340305), ('<', 0.0073661296395067756), ('0', 0.008992792522436349), ('.', 0.005979070716597591), ('05', 0.011154051078793019), (')', 0.006648537175394851), ('were', 0.021610907879684445), ('observed', 0.04607371720366289), ('in', 0.05577763452872884), ('per', 0.031248020540283583), ('##it', 0.16937953972537378), ('##um', 0.7589421650575355), ('##or', 0.535227087082863), ('vs', 0.27186043770932394), ('.', 0.059196988224862794), ('s', 0.06289283256673861), ('##ham', 0.0762334039065516), ('-', -0.02150880754325133), ('operated', 0.022019026121664866), ('liver', 0.04918956882670896), ('tissues', 0.021250474683491897), ('with', 0.033192724678504676), ('western', 0.03371774150806544), ('b', 0.019438802037434366), ('##lot', 0.004634520231537624), ('##ting', 0.003266024228529087), ('.', 0.005414288959869292), ('[SEP]', 0.0)]}}"
13,{}
14,{}
15,{}
16,"{'cell': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('in', 0.017082198076695084), ('these', 0.02319020231713645), ('breast', 0.020348006318373916), ('cancer', 0.062367443444590276), ('##s', 0.0380425199027673), ('activated', 0.05149226834735995), ('a', 0.06381411627743494), ('##kt', 0.06783012414201223), ('fails', 0.0499602250299282), ('to', 0.06436763935460997), ('in', 0.03838301997052214), ('##act', 0.04063328342957015), ('##ivate', 0.032306017694614254), ('and', 0.05362948906900431), ('re', 0.020643703921088212), ('-', 0.007541886598425184), ('local', 0.023595724788559234), ('##ize', 0.0435913200106952), ('fox', -0.006210053846340217), ('##o', 0.022427300112269295), ('##3', 0.020205141375969644), ('##a', 0.022178743744161122), ('to', 0.017764082770187373), ('the', 0.07139913686308998), ('c', 0.022749618713263735), ('##yt', 0.022799289209514604), ('##op', 0.032652924799128916), ('##las', 0.03258108264185032), ('##m', 0.05052191978748311), (',', 0.022088802616154306), ('and', 0.02616563084892263), ('nuclear', -0.031540610119744954), ('-', 0.0211849277842427), ('targeted', 0.00732593355334738), ('fox', 0.007468545567992799), ('##o', 0.04017805870163865), ('##3', 0.051867212468675566), ('##a', 0.0313859168775374), ('does', 0.043071256945505454), ('not', 0.06477034164526885), ('induce', 0.022941392151267587), ('cell', 0.334577031854907), ('death', 0.12978789795495227), ('or', 0.24674732042523548), ('cell', 0.8143447743769076), ('cycle', -0.22189264415483748), ('arrest', 0.10063565883502955), ('.', 0.16160072104191833), ('[SEP]', 0.0)]}}"
17,"{'cc': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('temporal', 0.004933424381925878), ('changes', 0.023277017028384236), ('in', 0.0345471622043792), ('physiological', 0.009833374328199711), ('spaces', 0.004793288925531391), (',', 0.003184715089978276), ('protein', 0.020025609555856014), ('expression', 0.03729493814559152), ('of', 0.021119791752404464), ('transport', 0.008833117660652144), ('##ers', 0.011130483977210167), ('and', 0.009654866148343766), ('enzymes', 0.004871904650850285), (',', 0.012967941354658615), ('and', 0.010183910203062939), ('en', -0.00021058565240235906), ('##ala', 0.006403438689750344), ('##p', 0.004736864416156484), ('##ril', 0.01496384192380438), ('removal', 0.010894416282759908), ('were', 0.020904782718517305), ('app', 0.014651054710452084), ('##rai', 0.019140938234189185), ('##sed', 0.025529686419943104), ('in', 0.02373478391967625), ('the', 0.02816259367639345), ('meta', 0.018443966708527163), ('##static', 0.002283964073534215), ('liver', -0.0034338051909867115), ('tumor', 0.01395667026258187), ('model', 0.02494982111256939), ('developed', 0.007229401283608509), ('from', -0.0011264284489851198), ('male', 0.00022872692951485946), ('wa', 0.003387839321102085), ('##g', 0.0077687597938367195), ('/', -0.0045627765228410016), ('r', 0.03163423024350127), ('##i', 0.029788731365937383), ('##j', 0.02599067857413339), ('rats', 0.0357427930411464), ('after', 0.02734846358058541), ('the', 0.04491235515585128), ('in', 0.02950144369761678), ('##tra', 0.03556825419842165), ('##port', -0.004185416394503077), ('##al', -0.013081017102406792), ('injection', 0.003981209865405073), ('of', 0.059024880733013194), ('cc', -0.1694503006382342), ('##53', 0.33521579759365644), ('##1', 0.5700902849257491), ('co', 0.2739844291744374), ('##lon', 0.15682396032908716), ('ad', 0.08024770568974461), ('##eno', 0.0643121173506626), ('##car', 0.03861886797762122), ('##cin', 0.09624995225372245), ('##oma', 0.19536757197312854), ('cells', 0.5823856492128962), (';', 0.02376488062238801), ('s', 0.05266290040958591), ('##ham', 0.02953916846661701), ('-', 0.058436221343902466), ('operated', -0.006182384697965914), ('preparations', -0.04408484429109014), ('received', 0.009596848825267578), ('p', 0.054847684983945405), ('##bs', 0.013157702064281396), ('.', 0.0282493891405576), ('[SEP]', 0.0)]}}"
18,{}
19,{}
20,{}
21,"{'h': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('their', 0.0710538517268532), ('resistance', 0.028059031830223607), ('to', 0.05092497069495853), ('the', 0.02557764760333952), ('anti', 0.03618132344374417), ('-', 0.09034021055635776), ('invasive', 0.03406678908595141), ('action', 0.05764041040011797), ('of', 0.039487061903674674), ('t', 0.06686916079968888), ('##g', 0.10592622434330427), ('##f', 0.15307489019456416), ('##bet', 0.10278028973798926), ('##a', 0.1296122979341396), ('was', 0.12985415418897256), ('explained', 0.05975670477240016), ('by', 0.07812068003712454), ('the', 0.09648284024163095), ('failure', 0.05992564303595591), ('of', 0.05061286072661669), ('t', 0.07480837151664378), ('##g', 0.14777844616467678), ('##f', 0.06818879372198788), ('##bet', 0.10196188754950822), ('##a', 0.1689720131949052), ('to', 0.07836143093568207), ('up', 0.06963346405241791), ('##re', 0.07080705816409545), ('##gu', 0.07367718393199028), ('##late', 0.12798471934631486), ('t', 0.0778220923848351), ('##im', 0.02621177252341179), ('##ps', 0.034453377576113185), ('and', 0.10323573368961769), ('p', 0.08083599422977569), ('##ai', 0.07727233874580078), ('-', 0.16336708156456156), ('i', 0.08567454778020359), (',', 0.08289946860168836), ('in', 0.11979060074212777), ('contrast', 0.10361687225464392), ('to', 0.11766980026300587), ('the', 0.29818438247663187), ('t', 0.04963957221355463), ('##g', 0.09523263076186383), ('##f', 0.14062613672932145), ('##bet', 0.11283620619082609), ('##a', 0.15476728088061323), ('-', 0.07697353765180091), ('induced', 0.11132891234869348), ('up', 0.06568782176029365), ('##re', 0.03884589601379295), ('##gu', 0.05825359630771678), ('##lation', 0.01749511312874597), ('noted', -0.021268166850283092), ('in', 0.20954426036158247), ('parental', -0.08163325352061783), ('h', 0.041338115978238166), ('##tr', 0.5314994690938118), ('##8', 0.2886810786884002), ('cells', 0.165970263320838), ('.', 0.12763123330149503), ('[SEP]', 0.0)]}}"
22,"{'per': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('however', -0.0047631991381566876), (',', 0.005507656020766796), ('diameter', 0.01589590116900108), ('##s', 0.026440933947953184), ('of', 0.029803282913765695), ('in', 0.0047574917352992485), ('##tra', 0.03621818567773993), ('##tum', 0.03890611173750807), ('##oral', 0.019057785482764086), ('micro', 0.019489377462772534), ('##ves', 0.029625767557199645), ('##sel', 0.020751739484588076), ('##s', 0.02834433359922721), ('were', 0.01300705830205229), ('smaller', 0.012766983250021667), ('in', -0.005692883695925013), ('tumors', -0.0016551188255779726), ('grown', 0.040475800738952475), ('in', 0.013930229361709397), ('an', 0.011436921135764742), ('##g', 0.022693341650024398), ('-', -0.0009873570741360223), ('2', -0.0007035974174459394), ('-', 0.006718969263022946), ('def', 0.013211967488636544), ('##icient', 0.0022251740592054365), ('mice', 0.007404112071902704), (',', 0.006579931274233769), ('and', 0.003406797386446879), ('the', 0.03438361217902003), ('v', 0.011969085344060824), ('##as', 0.009689477997944385), ('##cula', 0.005460538091610953), ('##ture', 0.031085725847337948), ('had', 0.01647899017175409), ('an', 0.020061342652797475), ('altered', 0.002590674058295508), ('pattern', 0.012843773397491043), ('of', 0.14407219471765115), ('per', 0.25418291451257297), ('##ic', 0.3164943367709893), ('##yte', 0.8041784241361385), ('recruitment', 0.353013632354217), ('and', 0.16825357828450208), ('mat', 0.024067390955221566), ('##uration', 0.012983948537776615), ('.', 0.006966123530572465), ('[SEP]', 0.0)]}}"
23,{}
24,"{'cellular': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('given', 0.01662199698275012), ('the', 0.016236180433673617), ('likely', 0.00627045441983985), ('role', 0.01830925921502741), ('of', 0.014732626293342675), ('the', 0.021717330205068806), ('evolution', 0.023109038001170236), ('##arily', 0.012156689757941139), ('conserved', 0.013511368066220018), ('had', 0.010036921122158881), ('##a', 0.0036490973562539305), ('##3', 0.0016477234672132668), ('in', 0.03484263526688762), ('multiple', 0.047469794207315404), ('co', 0.005123397809540406), ('##act', 0.001971469109363186), ('##iva', -0.003921413448087668), ('##tor', -0.0002796504512855269), ('complexes', 0.008859678875943007), (',', 0.014957995876994541), ('in', 0.0037674265188331795), ('##act', 0.008271957472711594), ('##ivation', -0.0022297706867199104), ('of', 0.015391138585587955), ('its', 0.018392910362113442), ('function', 0.003647916331470663), ('may', 0.0150193486452234), ('allow', 0.014351012065637086), ('e', 0.024399063881794754), ('##6', -0.024066534161869838), ('to', 0.018470654092759425), ('per', 0.02218915901895125), ('##tur', 0.08801700201718503), ('##b', -0.03191266405584728), ('numerous', 0.0747115420325821), ('cellular', 0.9813504339254991), ('pathways', 0.06605669595502318), ('during', 0.06704721913130225), ('hp', -0.010317473589387718), ('##v', 0.012074750755036497), ('on', 0.02740249930857331), ('##co', 0.024337071099790487), ('##genesis', 0.03857912528759826), ('.', 0.033857634249974344), ('[SEP]', 0.0)]}}"
25,"{'km': {'label': 'B-Cell', 'attribution_scores': [('[CLS]', 0.0), ('however', 0.009977818833514646), (',', -0.0018536276326673144), ('by', 0.006984455128925612), ('treatment', 0.03951640516133242), ('with', 0.04087251075573868), ('ha', 0.044226073863743276), ('-', 0.10020583068619539), ('r', 0.05481257064116318), ('##as', 0.03618834488014371), ('on', 0.026341757719566986), ('##co', 0.03907314609748207), ('##gene', 0.06356576367650342), ('##s', 0.03633113083892406), ('derived', -0.011782255042202334), ('from', 0.002815178480656323), ('a', 0.027537038518004472), ('human', 0.022196120924973153), ('lung', -0.0007957813440331333), ('car', 0.008947825727000869), ('##cin', 0.0023395748633506046), ('##oma', 0.016749073832102414), ('or', 0.007276259780373715), ('ha', 0.016607092485360738), ('##rve', 0.004809914802729177), ('##y', 0.01350896976987305), ('m', 0.0034777450235444775), ('##uri', 0.02150736477086962), ('##ne', 0.001690591317808088), ('sa', 0.0074453003287679445), ('##rc', 0.009195180988798686), ('##oma', 0.019103552878825987), ('virus', -0.03289689046086296), (',', -0.04315396569737713), ('the', 0.03988630995989151), ('km', -0.04318595289518577), ('##st', 0.3642022497085714), ('-', 0.2905167587730506), ('6', 0.2106749431032352), ('cells', 0.8285387812795921), ('acquired', 0.045997421797099675), ('elevated', 0.019214443455847795), ('c', 0.04380482074164221), ('##lon', 0.03125929319198752), ('##ability', 0.038820377486225924), ('in', 0.024861717791166953), ('soft', 0.034669555907822766), ('a', 0.016968554842266285), ('##gar', 0.020735805784301793), ('and', 0.027012277847790325), ('transplant', 0.023872877972574678), ('##ability', 0.022260016854527036), ('in', -0.004415751366530611), ('nude', -0.0536233567717311), ('mice', 0.0035718089774422032), ('.', 0.03177523960940492), ('[SEP]', 0.0)]}}"
26,{}
27,{}
28,{}
29,{}
