,0
10,"{'car': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('[', 0.003364992674181372), ('m', 0.017739485464210912), ('##rna', 0.002349661432736378), ('expression', 0.08692284196212682), ('of', 0.01843379233011759), ('meta', 0.055097520258846705), ('##sta', 0.03773139436622236), ('##sis', 0.034746063858597284), ('-', 0.026004302893752933), ('suppress', 0.023187485906936957), ('##or', 0.020664314897799012), ('gene', 0.03150010900439801), ('nm', 0.015667402767679615), ('##23', 0.01551860851135414), ('in', 0.1790146774334415), ('car', 0.0758828031395428), ('##cin', 0.26581851215487806), ('##oma', 0.9322279838784592), ('of', -0.01830780825619008), ('b', -0.029068707403811192), ('##uc', 0.015218083972980625), ('##cal', -0.03047282166621642), ('m', -0.0063664195874936465), ('##uc', 0.033118229136710135), ('##osa', 0.02026245928305018), ('.', 0.011175012070446482), ('ii', -0.006268307405628492), ('.', 0.015656878279303062), ('quantitative', -0.005557890237222275), ('reverse', 0.012155642919683156), ('transcription', 0.005775891472723422), ('p', 0.010446714510467943), ('##c', 0.01224845139431911), ('##r', 0.014175764306301051), ('am', 0.0028132733847201037), ('##p', 0.02010618570940978), ('##lification', -0.0025501197901744354), (']', 0.007893841140516828), ('.', -0.004828445521836458), ('[SEP]', 0.0)]}}"
11,{}
12,"{'am': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('t', 0.00336801334173267), ('##ri', 0.00031127942409339243), ('##b', -0.018893570560576518), ('##1', -0.03711400839275646), ('and', 0.013976234184852533), ('e', 0.0022573228865271446), ('##vi', 0.008558880254140271), ('##1', -0.004727460769821038), ('were', 0.01886492672688299), ('up', 0.04414931153086934), ('-', 0.04684489479894428), ('regulated', 0.03930206518098314), ('due', 0.026540951221023408), ('to', 0.021013058110762248), ('re', 0.011335093216766198), ('##tro', -0.0019031136111692375), ('##vir', 0.01817930584963243), ('##al', 0.010040170959897773), ('insertion', 0.03482348594030682), ('##s', 0.08448008696317845), (',', 0.02835947251504092), ('and', 0.015128882720840973), ('co', 0.013746282457693146), ('##ex', 0.023458272264996714), ('##press', 0.026302646088617963), ('##ion', 0.03567699584803999), ('of', 0.03407101466208902), ('these', 0.037910426221111806), ('genes', 0.08051238193566174), ('significantly', 0.0319608907405981), ('accelerated', 0.027972662139328038), ('the', 0.023941606995345473), ('onset', 0.08420801891741916), ('of', 0.04361932045740259), ('ho', 0.004285567574785817), ('##xa', 0.04867192240472814), ('##9', 0.03582577786758541), ('/', 0.07890257805445454), ('me', 0.04464148445354565), ('##is', 0.012792014480823684), ('##1', 0.08775573091098492), ('-', 0.06514404265734808), ('induced', 0.31927527347187523), ('am', 0.30460649827253367), ('##l', 0.8200700586671331), (',', 0.21132769331886625), ('suggesting', 0.09659439711315997), ('that', 0.07813892253055861), ('t', 0.009683584828000236), ('##ri', 0.006614948550325955), ('##b', 0.019351668008122973), ('##1', -0.0004392799799190324), ('and', 0.04109894825417081), ('e', 0.014491525276676572), ('##vi', 0.016322024218722322), ('##1', 0.017186294000955143), ('are', 0.011906082570410157), ('the', 0.032751581237333176), ('key', 0.04539717266805232), ('collaborators', 0.009063996938721225), ('.', 0.002503484721691756), ('[SEP]', 0.0)]}}"
13,"{'cancer': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('background', 0.011801404760205905), (':', 0.02529328553213769), ('sur', 0.041579290534024954), ('##vi', 0.01861552935545266), ('##vin', 0.03418359120452061), ('is', 0.02563840317849653), ('a', 0.013261761081139845), ('novel', 0.010271706555525563), ('inhibitor', 0.03577292323012344), ('of', 0.012961766047447821), ('a', 0.005133899195024548), ('##pop', 0.023031784269182468), ('##tosis', 0.00853769777692442), ('commonly', -0.016819422102676028), ('detected', 0.026407362260742636), ('in', 0.02149912625112554), ('tissues', 0.0037565554922326873), ('during', 0.023559746899094375), ('f', 0.04053747456410494), ('##etal', 0.013593802874600174), ('development', 0.024459186462629418), ('and', 0.023219397755826765), ('in', 0.019942519054257615), ('cancer', 0.9745522888491108), (',', 0.16863259820249246), ('but', 0.06868500437293436), ('not', 0.04245922510654908), ('usually', 0.015279216437067552), ('in', 0.004541862921155363), ('normal', -0.03353171941561002), ('tissues', -0.03470616343830377), ('.', -0.01713592680059584), ('[SEP]', 0.0)]}}"
14,"{'anti': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('con', 0.005407565392955064), ('##com', 0.008142319953310571), ('##ita', 0.018863062170265652), ('##nt', 0.038636063290937175), ('in', 0.005168541597343204), ('##hibition', 0.00392187435644243), ('of', -0.011452126891454625), ('auto', 0.015968851659463396), ('##pha', 0.013968276601107457), ('##gy', 0.016198154937818145), ('may', -0.002018568883980079), ('be', 0.0022573156120956855), ('an', -0.0026796980204719313), ('attractive', -0.024131116809895752), ('strategy', 0.0274110697934344), ('for', 0.012816529068015923), ('unlock', 0.01609342893669915), ('##ing', 0.03669847723337632), ('the', -0.03550450759964625), ('anti', 0.19063825675785515), ('##tum', 0.7432797528061661), ('##or', 0.6300885524541815), ('potential', -0.028584758618862206), ('of', -0.005767200024782819), ('so', 0.023754614861012154), ('##ra', 0.018886139823091272), ('##fen', 0.013297812077053701), ('##ib', 0.021958669656058933), ('in', -0.021017305011926894), ('h', -0.04005625416530171), ('##cc', -0.045866285257563456), ('.', -0.019746389702224084), ('[SEP]', 0.0)]}, 'h': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('con', 0.025079145242180932), ('##com', 0.024041752935496964), ('##ita', 0.023319551572437622), ('##nt', 0.042629278400391435), ('in', 0.061162208507300066), ('##hibition', 0.06424649147217926), ('of', 0.0456875856752397), ('auto', 0.044981344399302514), ('##pha', 0.05945168317765013), ('##gy', 0.06269396961021063), ('may', 0.04470844827079542), ('be', 0.02397747121148456), ('an', 0.02575136146579267), ('attractive', 0.003852370156207913), ('strategy', 0.047704618882424006), ('for', 0.021408682707785412), ('unlock', 0.008569437805853284), ('##ing', 0.035537265598874386), ('the', -0.002404808020574573), ('anti', 0.033279753921902556), ('##tum', 0.013713385340601273), ('##or', 0.03098540838731966), ('potential', 0.07839800898943541), ('of', 0.03998847446954237), ('so', 0.04093588759095621), ('##ra', 0.07724518398602777), ('##fen', 0.08807966881249882), ('##ib', 0.11708422121944476), ('in', 0.07722764682272501), ('h', 0.2935562875013291), ('##cc', 0.9115747618176436), ('.', 0.08626493381584947), ('[SEP]', 0.0)]}}"
15,{}
16,{}
17,"{'am': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('since', 0.003861826825235633), ('con', 0.0039008886876992993), ('##gen', -0.0062254504072698546), ('##ital', 0.00047571002309320135), ('ne', 0.0055114613016407875), ('##ut', 0.006856286062168799), ('##rop', -0.0012856038863754444), ('##enia', 0.014135448950250979), ('and', 0.019337817412448124), ('s', 0.03269005400272085), ('##ds', -0.028109025991223738), ('are', -0.006462812307035023), ('inherited', 0.014344041763531365), ('forms', 0.010735258021034656), ('of', 0.004903277848292905), ('bone', 0.0006420900662821442), ('ma', 0.009416276140676933), ('##rrow', -0.0007403646938653578), ('failure', -0.009012993081511463), (',', -0.012170829603553474), ('g', -0.007335740226071677), ('-', 0.0067051506591884235), ('c', 0.0038488449464431584), ('##s', 0.02064482308208163), ('##f', 0.03709141642079283), ('may', 0.0018015983634042103), ('accelerate', 0.014658006488584986), ('the', 0.010485077078771653), ('prop', 0.004788259998824977), ('##ens', 0.012144267158804723), ('##ity', 0.024972940645765076), ('for', 0.07767970573451229), ('m', 0.1577891815623138), ('##ds', -0.12257848237655222), ('/', 0.11160808648072416), ('am', 0.13033278807280238), ('##l', 0.9278402204484776), ('in', 0.16185656920133346), ('the', 0.041577028768023376), ('genetically', 0.06274538937965388), ('altered', 0.0038952697159592457), ('stem', 0.0015812457407163537), ('and', 0.023013987861078028), ('pro', 0.024659076742682473), ('##gen', 0.0230824871755554), ('##itor', 0.0012680014945120738), ('cells', -0.02796435576791765), (',', 0.01566349867256127), ('especially', 0.025951693870555056), ('in', 0.019880220409213063), ('those', 0.03491868287924392), ('with', 0.017087075655683133), ('g', 0.04345609862714259), ('-', 0.007382677914128929), ('c', 0.027045585892599366), ('##s', 0.012767413025416625), ('##f', 0.013592120090789236), ('receptor', 0.018032578361400514), ('and', 0.006172054918921506), ('r', 0.016602454405773414), ('##as', -0.0004897889711089226), ('mutations', 0.1152856309578544), ('(', 0.016914932372742372), ('82', 0.016705456530643214), ('%', 0.012091358531548085), ('and', 0.014179836328383601), ('50', 0.013550438395261566), ('%', 0.00553979337131241), ('of', 0.010487433868438338), ('patients', 0.010102657019840871), ('who', 0.03111601789364587), ('transform', 0.005973734447876629), (',', 0.016007933819332052), ('respectively', 0.023094322837782007), (')', -0.0070019429899397636), ('.', 0.009726795281313521), ('[SEP]', 0.0)]}, '##l': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('since', 0.04030231268439957), ('con', -0.004626259079138658), ('##gen', -0.025740031331518948), ('##ital', -0.052037688042694874), ('ne', 0.007469201697870824), ('##ut', 0.0024765215249540565), ('##rop', -0.00785265323365004), ('##enia', 0.04235750751364733), ('and', 0.024916733953555766), ('s', 0.027292864731813783), ('##ds', -0.17238136224086661), ('are', -0.02645602612369864), ('inherited', -0.006611929321564666), ('forms', -0.06504743146854589), ('of', -0.006514026770697814), ('bone', -0.03811467078436136), ('ma', 0.00861164529082582), ('##rrow', -0.03176051332255545), ('failure', -0.013888839750008286), (',', -0.019223691821141756), ('g', -0.011767471905103593), ('-', 0.00904065859833934), ('c', -0.008337292095456602), ('##s', 0.007444797074978999), ('##f', 0.07426320310794762), ('may', -0.04014661166503859), ('accelerate', -0.014010190244512133), ('the', 0.0019410074163680902), ('prop', -0.05157260956087965), ('##ens', -0.0008259707298325248), ('##ity', -0.04140920895827614), ('for', 0.035068125259088305), ('m', 0.13420985075169367), ('##ds', -0.09930585377402311), ('/', 0.14485623892196908), ('am', 0.5467972122883774), ('##l', 0.6569885220824105), ('in', 0.32916061876854646), ('the', 0.02579549265064167), ('genetically', 0.08149178694493128), ('altered', 0.012334103895691076), ('stem', -0.0017374151672510294), ('and', 0.04290953358712115), ('pro', 0.029049434557959674), ('##gen', 0.03519554413120287), ('##itor', -0.015598761057630495), ('cells', -0.0559532367734254), (',', 0.038344554675598136), ('especially', 0.02405936490941846), ('in', 0.005872802580646309), ('those', 0.048689668180075744), ('with', 0.008523134188287426), ('g', 0.09286926749122626), ('-', 0.016521658935828642), ('c', 0.05386360173843378), ('##s', 0.03147578130482943), ('##f', 0.020564711875861494), ('receptor', 0.032100519307779435), ('and', 0.03784441063102894), ('r', 0.043060246941563685), ('##as', 0.0031309854126083843), ('mutations', 0.05500599430729335), ('(', 0.040290668113706365), ('82', 0.030207473888250035), ('%', 0.015797490614349118), ('and', 0.02605149017068538), ('50', 0.025403777282673165), ('%', 0.0022609206373379286), ('of', 0.024877759582317915), ('patients', -0.00959317926083158), ('who', 0.05162613601405356), ('transform', 0.01657799916986098), (',', 0.030292978000604733), ('respectively', 0.04129234359632833), (')', -0.0006511159430321975), ('.', 0.05027743222370747), ('[SEP]', 0.0)]}}"
18,"{'breast': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('a', 0.010820058230155903), ('##qua', 0.031703618676931035), ('##por', 0.04987679327880372), ('##ins', 0.05114914029154444), ('in', 0.055956360412094536), ('human', 0.08847107336490899), ('breast', 0.14717327112904838), ('cancer', 0.36727059561012726), (':', 0.1465513016314034), ('identification', 0.02918763496133225), ('and', -0.01717155639082202), ('involvement', 0.08803578033193407), ('in', 0.03673296128632763), ('car', 0.010153048557847615), ('##cin', 0.028624964943206793), ('##ogen', 0.06175288528100705), ('##esis', 0.0008939225141145034), ('of', 0.12001556623758597), ('breast', 0.41704872175777036), ('cancer', 0.7548076749353668), ('.', 0.1781561326658143), ('[SEP]', 0.0)]}}"
19,"{'c': {'label': 'B-Cancer', 'attribution_scores': [('[CLS]', 0.0), ('g', -0.0022914980971789995), ('##eno', 0.007774917313792234), ('##type', 0.043781508243762556), ('##s', 0.042819656572782284), ('of', 0.014955036941936435), ('155', 0.019294669054511084), ('patients', 0.08674139700230188), ('with', 0.13106822003602345), ('c', -0.008683941998216982), ('##er', -0.053876256962779416), ('##vic', 0.0401757591480351), ('##al', 0.028388762694971544), ('cancer', 0.9723260778000868), ('and', 0.1061209761530871), ('160', -0.050774348676387984), ('healthy', 0.041900610594126406), ('control', 0.024134815658820072), ('subjects', 0.03088096942626905), ('were', 0.0220770384240485), ('determined', -0.0019746372647200983), ('using', 0.005724152695584309), ('polymer', -0.008210756154613698), ('##ase', 0.013253425239000506), ('chain', 0.014787828123522837), ('reaction', 0.009027676290676722), ('-', 0.00042029567230918716), ('based', 0.007809583359210249), ('restriction', 0.014590106290901579), ('fragment', 0.004977238932116042), ('length', 0.007287571369635875), ('p', 0.014713458964482434), ('##oly', 0.012934501382542398), ('##mor', 0.014219057787980655), ('##phism', 0.013227591314571139), ('(', 0.007327329415569039), ('p', 0.0076030366714454995), ('##c', 0.002688663176859809), ('##r', 0.013536060965658707), ('-', -0.0027060835502969206), ('r', 0.004961947362086898), ('##f', 0.0048860460117763505), ('##l', 0.005640030344089246), ('##p', 0.01509034161087779), (')', -0.008055877782585881), ('.', -0.00866913505665559), ('[SEP]', 0.0)]}}"
20,{}
21,{}
22,{}
